tr_type,route,company,tr_from,tr_to,departure,arrival,source
Fly,SK4432,SAS,Oslo,Tromsø,2021-05-09 18:50:00,2021-05-09 20:40:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2021-05-09 15:15:00,2021-05-09 16:55:00,fhi:web
Fly,SK274,SAS,Bergen,Oslo,2021-05-08 16:05:00,2021-05-08 16:55:00,fhi:web
Tog,R11,Vy,Eidsvoll,Skien,2021-05-08 16:00:00,2021-05-08 18:53:00,fhi:web
Tog,R11,VY,Eidsvoll,Skien,2021-05-08 16:00:00,2021-05-08 18:53:00,fhi:web
Fly,SK4417,SAS,Tromsø,Oslo,2021-05-08 13:45:00,2021-05-08 15:35:00,fhi:web
Tog,L14,VY,Asker,Kongsvinger,2021-05-07 20:39:00,2021-05-07 22:21:00,fhi:web
Fly,WF968,Widerøe,Hammerfest,Tromsø,2021-05-07 20:03:00,2021-05-07 20:45:00,fhi:web
Fly,FR8508,RyanAir,Krakow,Oslo/Torp,2021-05-07 19:00:00,2021-05-07 21:00:00,fhi:web
Fly,W65041,Wizz Air,Krakow,Bergen,2021-05-07 12:40:00,2021-05-07 14:05:00,fhi:web
Fly,SK257,SAS,Oslo,Bergen,2021-05-07 10:50:00,2021-05-07 11:40:00,fhi:web
Skip,Linje 2,Troms Fylkestrafikk,Tromsø,Harstad,2021-05-06 16:15:00,2021-05-06 19:15:00,fhi:web
Skip,Linje 2,Troms Fylkestrafikk,Harstad,Tromsø,2021-05-06 07:00:00,2021-05-06 10:00:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2021-05-05 20:50:00,2021-05-05 22:35:00,fhi:web
Fly,SK4094,SAS,Oslo,Evenes,2021-05-05 16:05:00,2021-05-05 17:40:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2021-05-05 13:05:00,2021-05-05 15:00:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-05-05 07:35:00,2021-05-05 10:25:00,fhi:web
Fly,SK4432,SAS,Oslo,Tromsø,2021-05-04 18:50:00,2021-05-04 20:40:00,fhi:web
Fly,SK252,SAS,Bergen,Oslo,2021-05-04 09:25:00,2021-05-04 10:15:00,fhi:web
Fly,WF816,Widerøe,Bodø,Leknes,2021-05-03 17:30:00,2021-05-03 17:55:00,fhi:web
Fly,SK4525,SAS,Molde,Oslo,2021-05-03 17:10:00,2021-05-03 18:05:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2021-05-03 15:15:00,2021-05-03 16:55:00,fhi:web
Fly,WF713,Widerøe,Brønnøysund,Bodø,2021-05-03 15:10:00,2021-05-03 16:10:00,fhi:web
Fly,SK4516,SAS,Oslo,Molde,2021-05-03 08:35:00,2021-05-03 09:30:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-05-03 07:55:00,2021-05-03 13:40:00,fhi:web
Fly,JU450,Air Serbia,Beograd,Oslo,2021-05-03 06:05:00,2021-05-03 09:00:00,fhi:web
Tog,41,VY,Oslo S,Bergen,2021-05-02 23:25:00,2021-05-03 06:48:00,fhi:web
Fly,W61747,Wizz Air,Gdansk,Stavanger,2021-05-02 13:30:00,2021-05-02 15:15:00,fhi:web
Fly,DY617,Norwegian,Bergen,Oslo,2021-05-02 12:30:00,2021-05-02 13:25:00,fhi:web
Fly,SK291,SAS,Oslo,Bergen,2021-04-30 20:30:00,2021-04-30 21:20:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-04-30 14:05:00,2021-04-30 17:00:00,fhi:web
Fly,SK291,SAS,Oslo,Bergen,2021-04-29 20:30:00,2021-04-29 21:20:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-04-29 14:05:00,2021-04-29 17:00:00,fhi:web
Fly,SK319,SAS,Haugesund,Oslo,2021-04-28 18:15:00,2021-04-28 19:05:00,fhi:web
Fly,WF173,Widerøe,Oslo,Ørsta,2021-04-28 13:40:00,2021-04-28 14:50:00,fhi:web
Fly,SK4111,SAS,Bodø,Oslo,2021-04-28 12:50:00,2021-04-28 14:50:00,fhi:web
Fly,SK4106,SAS,Oslo,Bodø,2021-04-28 11:00:00,2021-04-28 12:25:00,fhi:web
Fly,WF171,Widerøe,Ørsta,Oslo,2021-04-28 06:15:00,2021-04-28 07:55:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Ababa,Oslo,2021-04-27 23:40:00,2021-04-28 06:40:00,fhi:web
Fly,WF627,Widerøe,Tromsø,Bergen,2021-04-27 17:10:00,2021-04-27 19:15:00,fhi:web
Fly,WF536,Widerøe,Stavanger,Bergen,2021-04-27 15:50:00,2021-04-27 16:25:00,fhi:web
Fly,WF622,Widerøe,Bergen,Tromsø,2021-04-27 07:45:00,2021-04-27 09:45:00,fhi:web
Fly,SK1327,SAS,Ålesund,Oslo,2021-04-26 18:25:00,2021-04-26 19:20:00,fhi:web
Fly,SK4025,SAS,Oslo,Stavanger,2021-04-26 13:10:00,2021-04-26 14:00:00,fhi:web
Fly,LO481,Polish Airlines,Warszawa,Oslo,2021-04-26 08:15:00,2021-04-26 10:20:00,fhi:web
Fly,QR175,Qatar ,Doha,Oslo,2021-04-26 07:55:00,2021-04-26 13:40:00,fhi:web
Fly,SK4124,SAS,Oslo,Bodø,2021-04-25 19:55:00,2021-04-25 21:20:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-25 07:25:00,2021-04-25 12:30:00,fhi:web
Buss,681,Fram Ekspress,Åndalsnes,Ålesund,2021-04-24 19:45:00,2021-04-24 21:50:00,fhi:web
Fly,SK269,SAS,Oslo,Bergen,2021-04-24 14:45:00,2021-04-24 15:35:00,fhi:web
Tog,Tog 2345,SJ,Dombås,Åndalsnes,2021-04-24 08:18:00,2021-04-24 15:03:00,fhi:web
Fly,SK491,SAS,Stockholm,Oslo,2021-04-23 15:40:00,2021-04-23 16:35:00,fhi:web
Fly,WF173,Widerøe,Oslo,Ørsta,2021-04-23 13:40:00,2021-04-23 14:50:00,fhi:web
Tog,SJ NORD,SJ,Dombås,Oslo,2021-04-23 10:58:00,2021-04-23 15:03:00,fhi:web
Fly,SK4544,SAS,Oslo,Alta,2021-04-23 09:50:00,2021-04-23 11:45:00,fhi:web
Tog,SJ 2342,SJ,Åndalsnes,Dombås,2021-04-23 09:29:00,2021-04-23 10:50:00,fhi:web
Buss,681,Fram Ekspress,Ålesund,Åndalsnes,2021-04-23 07:10:00,2021-04-23 09:15:00,fhi:web
Fly,WF457,Widerøe,Ålesund,Bergen,2021-04-22 18:15:00,2021-04-22 19:00:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2021-04-22 15:15:00,2021-04-22 16:55:00,fhi:web
Tog,R10,VY,Lillehammer,Drammen,2021-04-22 12:08:00,2021-04-22 15:02:00,fhi:web
Fly,PC1273,Pegasus,Istanbul,Oslo,2021-04-22 10:50:00,2021-04-22 13:45:00,fhi:web
Fly,W61717,WizzAir,Oslo,Bergen,2021-04-22 10:40:00,2021-04-22 11:35:00,fhi:web
Fly,DY653,Norwegian,Bergen,Oslo,2021-04-21 20:20:00,2021-04-21 21:15:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2021-04-21 16:50:00,2021-04-21 18:15:00,fhi:web
Buss,41,VY,Voss,Bergen,2021-04-21 13:45:00,2021-04-21 15:21:00,fhi:web
Tog,41,VY,Voss,Bergen,2021-04-21 13:45:00,2021-04-21 15:21:00,fhi:web
Fly,LH86 ,Lufthansa,Frankfurt,Oslo,2021-04-21 10:00:00,2021-04-21 11:55:00,fhi:web
Fly,DY538,Norwegian,Oslo,Stavanger,2021-04-20 16:20:00,2021-04-20 17:10:00,fhi:web
Buss,45,VY,Bergen,Myrdal,2021-04-20 12:56:00,2021-04-20 15:31:00,fhi:web
Tog,45,VY,Bergen,Myrdal,2021-04-20 12:56:00,2021-04-20 15:31:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-20 07:25:00,2021-04-20 12:30:00,fhi:web
Fly,W65033,Wizz Air,Krakow,Oslo,2021-04-20 06:10:00,2021-04-20 08:25:00,fhi:web
Fly,SK364,SAS,Oslo,Trondheim,2021-04-19 17:00:00,2021-04-19 17:55:00,fhi:web
Tog,R11x,Vy,Oslo S,Skien,2021-04-19 15:35:00,2021-04-19 17:39:00,fhi:web
Fly,DY397,Norwegian,Tromsø,Oslo,2021-04-19 15:35:00,2021-04-19 17:30:00,fhi:web
Fly,DY402,Norwegian,Oslo,Ålesund,2021-04-19 10:35:00,2021-04-19 11:35:00,fhi:web
Tog,R10,VY,Lillehammer,Drammen,2021-04-19 10:14:00,2021-04-19 13:02:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-04-19 07:55:00,2021-04-19 13:40:00,fhi:web
Tog,R10,VY,Drammen,Lillehammer,2021-04-19 06:57:00,2021-04-19 09:37:00,fhi:web
Fly,SK4038,SAS,Stavanger,Oslo,2021-04-18 17:40:00,2021-04-18 18:30:00,fhi:web
Fly,W61718,WizzAir,Bergen,Oslo,2021-04-18 17:10:00,2021-04-18 18:05:00,fhi:web
Buss,NW192,Konkurrenten,Stavanger,Kristiansand,2021-04-18 16:15:00,2021-04-18 20:20:00,fhi:web
Fly,SK4478,SAS,Oslo,Kirkenes,2021-04-18 16:00:00,2021-04-18 18:05:00,fhi:web
Fly,AF1774,Air France,Paris,Oslo,2021-04-18 14:25:00,2021-04-18 16:40:00,fhi:web
Fly,WF604,Widerøe,Kristiansand,Trondheim,2021-04-18 12:05:00,2021-04-18 13:30:00,fhi:web
Fly,PC1273,Pegasus,Istanbul,Oslo,2021-04-18 10:50:00,2021-04-18 13:45:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-18 07:25:00,2021-04-18 12:30:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-18 07:25:00,2021-04-18 12:30:00,fhi:web
Fly,W61745,WizzAir,Gdansk,Bergen,2021-04-17 10:30:00,2021-04-17 12:20:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-04-17 07:55:00,2021-04-17 13:40:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-16 07:25:00,2021-04-16 12:30:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-16 07:25:00,2021-04-16 12:30:00,fhi:web
Fly,QR175,Qatar Airways,Doha _ Oslo,,2021-04-15 07:55:00,2021-04-15 13:40:00,fhi:web
Tog,R11,VY,Eidsvoll,Skien,2021-04-13 14:00:00,2021-04-13 16:53:00,fhi:web
Fly,QR175,Qatar Airlines,Doha,Oslo,2021-04-13 07:55:00,2021-04-13 13:40:00,fhi:web
Fly,LH864,Lufthansa,Frankfurt,Oslo,2021-04-12 21:30:00,2021-04-12 23:25:00,fhi:web
Fly,LO481,Polish Airways,Warzawa,Oslo,2021-04-12 07:50:00,2021-04-12 09:55:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-04-12 07:35:00,2021-04-12 10:25:00,fhi:web
Fly,DY821,Norwegian,Stockholm,Oslo,2021-04-11 19:20:00,2021-04-11 20:20:00,fhi:web
Fly,SK1327,SAS,Ålesund,Oslo,2021-04-11 18:30:00,2021-04-11 19:25:00,fhi:web
Fly,SK221,SAS,Oslo,Kristiansand,2021-04-11 17:50:00,2021-04-11 18:37:00,fhi:web
Fly,SK371,SAS,Trondheim,Oslo,2021-04-11 16:10:00,2021-04-11 17:05:00,fhi:web
Tog,41,VY,Bergen S,Oslo S,2021-04-11 15:43:00,2021-04-11 22:20:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2021-04-11 15:15:00,2021-04-11 16:55:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2021-04-11 14:20:00,2021-04-11 16:30:00,fhi:web
Fly,WF712,Widerøe,Brønnøysund,Trondheim,2021-04-11 13:55:00,2021-04-11 14:40:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-11 07:25:00,2021-04-11 12:30:00,fhi:web
Fly,SK4299,SAS,Kiev,Oslo,2021-04-10 13:55:00,2021-04-10 15:45:00,fhi:web
Fly,LH2452,Lufthansa,München,Oslo,2021-04-10 08:40:00,2021-04-10 10:50:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-04-10 07:55:00,2021-04-10 13:40:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-04-10 07:35:00,2021-04-10 10:25:00,fhi:web
Tog,41,VY,Oslo S,Bergen S,2021-04-09 15:43:00,2021-04-09 22:20:00,fhi:web
Tog,R20,VY,Halden,Oslo S,2021-04-09 15:02:00,2021-04-09 17:11:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-09 07:25:00,2021-04-09 12:30:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Abeba,Oslo,2021-04-08 23:40:00,2021-04-09 06:40:00,fhi:web
Fly,DY543,Norwegian,Stavanger,Oslo,2021-04-08 17:35:00,2021-04-08 18:25:00,fhi:web
Fly,SK4032,SAS,Stavanger,Oslo,2021-04-08 16:20:00,2021-04-08 17:15:00,fhi:web
Fly,W61717,Wizz Air,Oslo,Bergen,2021-04-08 15:40:00,2021-04-08 16:35:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-04-08 14:05:00,2021-04-08 17:00:00,fhi:web
Fly,QR175,Qatar Airlines,Doha,Oslo,2021-04-08 07:55:00,2021-04-08 13:40:00,fhi:web
Tog,R20,VY,Oslo S,Halden,2021-04-07 21:01:00,2021-04-07 22:48:00,fhi:web
Fly,SK462,SAS,København,Oslo,2021-04-07 18:05:00,2021-04-07 19:15:00,fhi:web
Tog,R20,VY,Oslo S,Halden,2021-04-07 12:01:00,2021-04-07 13:44:00,fhi:web
Fly,SK1314,SAS,Oslo,Ålesund,2021-04-07 07:55:00,2021-04-07 08:50:00,fhi:web
Fly,SK4478,SAS,Oslo,Kirkenes,2021-04-06 17:55:00,2021-04-06 20:00:00,fhi:web
Buss,FB73,Værnesekspressen,Værnes,Nidarvoll skole,2021-04-06 16:00:00,2021-04-06 16:54:00,fhi:web
Fly,DY620,Norwegian,Oslo,Bergen,2021-04-06 15:40:00,2021-04-06 16:35:00,fhi:web
Fly,DY756,Norwegian,Oslo,Trondheim,2021-04-06 14:50:00,2021-04-06 15:45:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-04-06 14:05:00,2021-04-06 17:00:00,fhi:web
Buss,420,Veøy,Åndalsnes,Molde,2021-04-06 13:40:00,2021-04-06 15:10:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2021-04-06 13:05:00,2021-04-06 15:00:00,fhi:web
Buss,190,Vy,Oslo,Kristiansand,2021-04-06 12:15:00,2021-04-06 16:33:00,fhi:web
Tog,2341,SJ,Dombås,Åndalsnes,2021-04-06 12:05:00,2021-04-06 13:23:00,fhi:web
Tog,2343,SJ,Lillehammer,Dombås,2021-04-06 11:54:00,2021-04-06 14:04:00,fhi:web
Fly,DY617,Norwegian,Bergen,Oslo,2021-04-06 09:20:00,2021-04-06 10:15:00,fhi:web
Tog,R10,VY,Drammen,Lillehammer,2021-04-06 08:57:00,2021-04-06 11:40:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-04-06 07:25:00,2021-04-06 12:30:00,fhi:web
Fly,W61724,Wizz Air,Tromsø,Oslo,2021-04-05 21:50:00,2021-04-05 23:45:00,fhi:web
Tog,R20,VY,Halden,Oslo S,2021-04-05 20:11:00,2021-04-05 21:51:00,fhi:web
Fly,WF175,Widerøe,Oslo,Ørsta,2021-04-05 16:45:00,2021-04-05 17:55:00,fhi:web
Fly,DY190,Norwegian,Oslo,Haugesund,2021-04-05 16:30:00,2021-04-05 17:25:00,fhi:web
Buss,190,Vy,Oslo,Kristiansand,2021-04-05 16:00:00,2021-04-05 20:18:00,fhi:web
Buss,NW192,Konkurrenten,Kristiansand,Oslo,2021-04-05 16:00:00,2021-04-05 20:15:00,fhi:web
Fly,DY620,Norwegian,Oslo,Bergen,2021-04-05 15:40:00,2021-04-05 16:35:00,fhi:web
Fly,DY535,Norwegian,Stavanger,Oslo,2021-04-05 15:00:00,2021-04-05 15:50:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2021-04-05 14:30:00,2021-04-05 16:20:00,fhi:web
Fly,WF415,Widerøe,Bergen,Sandefjord,2021-04-05 14:25:00,2021-04-05 15:15:00,fhi:web
Buss,190,Vy,Oslo,Kristiansand,2021-04-05 14:00:00,2021-04-05 18:18:00,fhi:web
Fly,SK4164,SAS,Bergen,Trondheim,2021-04-05 12:10:00,2021-04-05 12:50:00,fhi:web
Fly,AY913,Finnair,Helsinki,Oslo,2021-04-05 10:05:00,2021-04-05 11:25:00,fhi:web
Fly,SK255,SAS,Oslo,Bergen,2021-04-05 09:10:00,2021-04-05 10:00:00,fhi:web
Fly,W61708,Wizz Air,Trondheim,Oslo,2021-04-05 07:45:00,2021-04-05 08:40:00,fhi:web
Fly,DY762,Norwegian,Oslo,Trondheim,2021-04-04 17:00:00,2021-04-04 17:55:00,fhi:web
Tog,41,Vy,Ål,Bergen,2021-04-04 15:41:00,2021-04-04 19:11:00,fhi:web
Fly,KL1199,KLM,Amsterdam,Stavanger,2021-04-04 10:00:00,2021-04-04 11:30:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-04-04 07:15:00,2021-04-04 13:40:00,fhi:web
Tog,41,Vy,Oslo,Bergen,2021-04-03 11:57:00,2021-04-03 19:05:00,fhi:web
Fly,W61765,Wizz Air,Gdansk,Ålesund,2021-04-02 12:40:00,2021-04-02 14:40:00,fhi:web
Fly,DY531,Norwegian,Stavanger,Oslo,2021-04-02 12:00:00,2021-04-02 12:50:00,fhi:web
Skip,Superspeed 2,Color Line ,Hirtshals,Larvik,2021-04-01 22:15:00,2021-04-02 02:00:00,fhi:web
Fly,SK364,SAS,Oslo,Trondheim,2021-04-01 17:00:00,2021-04-01 17:55:00,fhi:web
Tog,45,VY,Mjølfjell,Bergen S,2021-04-01 15:59:00,2021-04-01 17:56:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-04-01 14:05:00,2021-04-01 17:00:00,fhi:web
Tog,45,VY,Bergen S,Mjølfjell,2021-04-01 12:56:00,2021-04-01 15:12:00,fhi:web
Fly,SK263,SAS,Oslo,Bergen,2021-04-01 12:55:00,2021-04-01 13:45:00,fhi:web
Tog,41,VY,Oslo S,Bergen,2021-04-01 12:03:00,2021-04-01 18:54:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-04-01 07:55:00,2021-04-01 13:40:00,fhi:web
Buss,930,Skyss,Bergen,Odda,2021-03-31 19:25:00,2021-03-31 20:50:00,fhi:web
Buss,925,Tide,Voss,Nordheimstund,2021-03-31 19:05:00,2021-03-31 20:50:00,fhi:web
Tog,41,Vy,Bergen S,Oslo S,2021-03-31 15:57:00,2021-03-31 22:53:00,fhi:web
Fly,SK4525,SAS,Oslo,Molde,2021-03-31 15:50:00,2021-03-31 16:45:00,fhi:web
Buss,450,Vy,Sogndal,Voss,2021-03-31 15:35:00,2021-03-31 18:25:00,fhi:web
Tog,441,SJ,Melhus skysstasjon,Steinkjer,2021-03-31 14:48:00,2021-03-31 17:23:00,fhi:web
Tog,41,Vy,Bergen,Ål,2021-03-31 14:09:00,2021-03-31 17:50:00,fhi:web
Fly,DY364,Norwegian,Oslo,Harstad,2021-03-31 12:54:00,2021-03-31 14:20:00,fhi:web
Buss,925,Skyss,Øystese,Bergen,2021-03-31 12:00:00,2021-03-31 13:25:00,fhi:web
Fly,SK4571,SAS,Tromsø,Bodø,2021-03-31 09:30:00,2021-03-31 10:20:00,fhi:web
Tog,41,SJ,Oslo S,Trondheim S,2021-03-31 08:02:00,2021-03-31 14:34:00,fhi:web
Fly,QR175,Qatar Aiways,Doha,Oslo,2021-03-31 07:55:00,2021-03-31 13:40:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Ababa,Stockholm,2021-03-30 23:40:00,2021-03-31 07:45:00,fhi:web
Tog,46,SJ,Trondheim S,Oslo S,2021-03-30 15:24:00,2021-03-30 22:04:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2021-03-30 15:15:00,2021-03-30 16:55:00,fhi:web
Fly,SK393,SAS,Oslo,Bardufoss,2021-03-30 14:45:00,2021-03-30 16:30:00,fhi:web
Tog,45,SJ,Oslo S,Trondheim S,2021-03-30 14:02:00,2021-03-30 20:51:00,fhi:web
Fly,DY346,Norwegian,Oslo,Bodø,2021-03-30 12:50:00,2021-03-30 14:20:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-03-30 10:35:00,2021-03-30 12:40:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-30 07:25:00,2021-03-30 12:30:00,fhi:web
Tog,406,SJ,Trondheim S,Oslo S,2021-03-29 23:17:00,2021-03-30 06:50:00,fhi:web
Fly,W65041,Wizz Air,Krakow,Bergen,2021-03-29 16:40:00,2021-03-29 19:10:00,fhi:web
Fly,DY190,Norwegian,Oslo,Haugesund,2021-03-29 16:30:00,2021-03-29 17:25:00,fhi:web
Fly,SK4116,SAS,Oslo,Bodø,2021-03-29 15:40:00,2021-03-29 17:15:00,fhi:web
Fly,DY534,Norwegian,Oslo,Stavanger,2021-03-29 13:20:00,2021-03-29 14:10:00,fhi:web
Fly,JU450,Air Serbia,BEograd,Oslo,2021-03-29 06:05:00,2021-03-29 08:55:00,fhi:web
Fly,DY544,Norwegian,Oslo,Stavanger,2021-03-28 18:15:00,2021-03-28 19:05:00,fhi:web
Fly,W65033,WizzAir,Krakow,Oslo,2021-03-28 17:50:00,2021-03-28 20:05:00,fhi:web
Fly,W61718,Wizz Air,Bergen,Oslo,2021-03-28 17:10:00,2021-03-28 18:05:00,fhi:web
Fly,SK344,SAS,Oslo,Trondheim,2021-03-28 12:15:00,2021-03-28 13:10:00,fhi:web
Fly,SK394,SAS,Bardufoss,Oslo,2021-03-28 09:55:00,2021-03-28 11:45:00,fhi:web
Fly,SK370,SAS,Oslo,Trondheim,2021-03-28 07:55:00,2021-03-28 08:50:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-28 07:25:00,2021-03-28 12:30:00,fhi:web
Fly,SK4043,SAS,Oslo,Stavanger,2021-03-27 17:15:00,2021-03-27 18:10:00,fhi:web
Tog,41,Vy,Bergen S,Oslo S,2021-03-27 15:57:00,2021-03-27 22:53:00,fhi:web
Fly,SK396,SAS,Bardufoss,Oslo,2021-03-27 10:20:00,2021-03-27 12:10:00,fhi:web
Fly,DY376,Norwegian,Oslo,Tromsø,2021-03-27 09:10:00,2021-03-27 10:50:00,fhi:web
Fly,QR175,Qatar Aiways,Doha,Oslo,2021-03-27 08:00:00,2021-03-27 13:00:00,fhi:web
Fly,W63215,Wizz Air,Bucharest,Oslo,2021-03-27 07:40:00,2021-03-27 09:50:00,fhi:web
Fly,W61515,Wizz Air,Warszawa,Oslo,2021-03-27 06:35:00,2021-03-27 08:30:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Ababa,Stockholm,2021-03-26 23:40:00,2021-03-27 07:45:00,fhi:web
Fly,DY641,Norwegian,Bergen,Oslo,2021-03-26 20:20:00,2021-03-26 21:20:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2021-03-26 17:05:00,2021-03-26 19:55:00,fhi:web
Fly,DY760,Norwegian,Oslo,Trondheim,2021-03-26 16:20:00,2021-03-26 17:15:00,fhi:web
Fly,DY625,Norwegian,Bergen,Oslo,2021-03-26 15:00:00,2021-03-26 15:55:00,fhi:web
Fly,SK4299,SAS,Kiev,Oslo,2021-03-26 14:00:00,2021-03-26 15:50:00,fhi:web
Fly,SK1322,SAS,Oslo,Ålesund,2021-03-26 14:00:00,2021-03-26 14:55:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-26 08:05:00,2021-03-26 12:20:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-03-26 08:00:00,2021-03-26 13:00:00,fhi:web
Tog,41,VY,Bergen,Oslo,2021-03-26 07:54:00,2021-03-26 14:45:00,fhi:web
Tog,41,VY,Bergen S,Oslo S,2021-03-26 07:54:00,2021-03-26 14:45:00,fhi:web
Fly,SK392,SAS,Bardufoss,Oslo,2021-03-26 06:30:00,2021-03-26 08:15:00,fhi:web
Fly,WF576,Widerøe,Bergen,Kristiansund,2021-03-25 20:05:00,2021-03-25 21:00:00,fhi:web
Fly,WF424,Widerøe,Sandefjord,Bergen,2021-03-25 18:20:00,2021-03-25 19:15:00,fhi:web
Fly,WF455,Widerøe,Ålesund,Bergen,2021-03-25 13:15:00,2021-03-25 14:00:00,fhi:web
Fly,DY402,Norwegian,Oslo,Ålesund,2021-03-25 10:50:00,2021-03-25 11:50:00,fhi:web
Fly,KL1199,KLM,Amsterdam,Stavanger,2021-03-25 09:40:00,2021-03-25 11:10:00,fhi:web
Fly,W61720,WizzAir,Bergen,Oslo,2021-03-24 20:55:00,2021-03-24 21:50:00,fhi:web
Fly,WF178,Widerøe,Bergen,Ørsta,2021-03-24 19:45:00,2021-03-24 21:05:00,fhi:web
Fly,DY635,Norwegian,Bergen,Oslo,2021-03-24 17:40:00,2021-03-24 18:35:00,fhi:web
Fly,DY345,Norwegian,Bodø,Oslo,2021-03-23 15:00:00,2021-03-23 16:30:00,fhi:web
Tog,R10,VY,Lillehammer,Drammen,2021-03-23 11:14:00,2021-03-23 14:02:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-23 08:05:00,2021-03-23 12:20:00,fhi:web
Fly,QR175,Qatar Airlines,Doha,Oslo,2021-03-23 08:00:00,2021-03-23 13:00:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-03-22 08:50:00,2021-03-22 10:35:00,fhi:web
Fly,WF818,Widerøe,Bodø,Leknes,2021-03-21 21:15:00,2021-03-21 21:40:00,fhi:web
Fly,SK4124,SAS,Oslo,Bodø,2021-03-21 19:00:00,2021-03-21 20:30:00,fhi:web
Fly,DY635,Norwegian,Bergen,Oslo,2021-03-21 16:25:00,2021-03-21 17:20:00,fhi:web
Fly,SK4175,SAS,Bergen,Stavanger,2021-03-21 15:30:00,2021-03-21 16:05:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-21 08:05:00,2021-03-21 12:20:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-03-20 08:50:00,2021-03-20 10:35:00,fhi:web
Fly,DY548,Norwegian,Oslo,Stavanger,2021-03-19 19:00:00,2021-03-19 19:55:00,fhi:web
Fly,SK221,SAS,Oslo,Kristiansand,2021-03-19 17:55:00,2021-03-19 18:45:00,fhi:web
Fly,W65033,Wizz Air,Krakow,Oslo,2021-03-19 17:50:00,2021-03-19 20:05:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2021-03-19 17:05:00,2021-03-19 19:55:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-03-19 14:35:00,2021-03-19 16:30:00,fhi:web
Fly,SK268,SAS,Oslo,Bergen,2021-03-19 14:20:00,2021-03-19 15:30:00,fhi:web
Fly,W61745,Wizz Air,Gdansk,Bergen,2021-03-19 13:40:00,2021-03-19 15:40:00,fhi:web
Fly,WF411,Widerøe,Bergen,Sandefjord,2021-03-19 11:40:00,2021-03-19 12:30:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-03-19 08:05:00,2021-03-19 21:20:00,fhi:web
